paper_id	0	1	2	3	4	5	6	7	8	decision
xYmlvET9jNU	5.0	3.0	5.0	3.0						Unknown
Jp7NLnL3n_1	3.0	3.0	3.0	5.0						Unknown
73U_NlKaNx	3.0	3.0	5.0							Unknown
SMYdcXjJh1q	8.0	8.0	8.0							Unknown
2lrx543-MbS	1.0	5.0	5.0							Unknown
Rkxj1GXn9_	3.0	3.0	8.0	3.0						Unknown
qLKammDlpF	1.0	8.0	8.0	5.0						Unknown
_3Lk3cUWSI	5.0	5.0	3.0	3.0	1.0					Unknown
Qi4oCA89CmO	5.0	3.0	3.0							Unknown
klOPHkfx0ic	3.0	3.0	5.0							Unknown
4gwZXPNhBt	5.0	5.0	3.0	1.0						Unknown
T2Ncx_PN2K	8.0	8.0	6.0	5.0						Unknown
hFUlfiyf1oQ	3.0	5.0	6.0	5.0						Unknown
gm0VZ-h-hPy	3.0	8.0	6.0							Unknown
Hyan74saltV	3.0	8.0	6.0	3.0						Unknown
X6MIKw1XuxF	5.0	1.0	5.0							Unknown
BW2A403ema	5.0	3.0	3.0	5.0						Unknown
op-ceGueqc4	8.0	5.0	5.0	3.0	6.0					Unknown
tVrRejrC-RZ	3.0	3.0	3.0							Unknown
3oWo92cQyxL	6.0	8.0	6.0	3.0						Unknown
33daZzvuzY6	3.0	5.0	5.0	3.0						Unknown
brk7Ct4Tb1M	3.0	8.0	3.0	6.0						Unknown
PJVZCd4Dn2w	5.0	3.0	5.0	5.0						Unknown
XGXPeOXbiT-	6.0	5.0	3.0	8.0						Unknown
wPLEzBcSC7p	5.0	5.0	5.0	5.0						Unknown
sWUlKZOM8kfs	5.0	8.0	5.0	3.0						Unknown
lCYrsdHb5SQ	3.0	5.0	5.0							Unknown
HXz7Vcm3VgM	5.0	8.0	5.0							Unknown
xFiI7VmVB4H	5.0	6.0	5.0	5.0						Unknown
Xyme9p1rpZw	8.0	6.0	8.0							Unknown
c2l1XbSRnpZ	1.0	3.0	1.0	3.0						Unknown
sRsceSk_5l0	5.0	6.0	3.0	5.0						Unknown
wYZeJ3BsXl6	3.0	8.0	3.0	5.0						Unknown
IM4Iwo58T4M	5.0	8.0	3.0	1.0						Unknown
6s8XPvu7bI8	5.0	6.0	8.0	3.0						Unknown
4daKS8wEze5	5.0	5.0	3.0	3.0						Unknown
vDybC2brXKh	5.0	3.0	5.0							Unknown
QvIyd7l718	5.0	6.0	5.0							Unknown
xdVNc95sY1l	3.0	3.0	5.0							Unknown
NnHz2rU0Hjp	5.0	5.0	5.0							Unknown
b7SBTEBFnC	5.0	8.0	8.0							Unknown
UbH1jxLIPhb	5.0	5.0	8.0	5.0						Unknown
axFCgjTKP45	3.0	3.0	3.0	5.0						Unknown
M8rwWdaGa6x	3.0	6.0	5.0							Unknown
DwOaHJJKy9	5.0	3.0	1.0							Unknown
bjCAHZLoKy	3.0	3.0	5.0							Unknown
7MthJsb-nm	3.0	6.0	5.0	5.0						Unknown
dCSFiAl_VO3	6.0	6.0	6.0							Unknown
cTdzZI83Iud	5.0	5.0	3.0							Unknown
CMPIBjmhpo	6.0	5.0	5.0	5.0						Unknown
nXOhmfFu5n	8.0	3.0	5.0	5.0						Unknown
fkmO7EFaNT	3.0	5.0	6.0	3.0						Unknown
jHA-yCyBGb	5.0	5.0	8.0							Unknown
hzG72qB0XQ	6.0	6.0	6.0	5.0						Unknown
n-UHRIdPju	8.0	6.0	6.0							Unknown
GpW327gxLTF	5.0	5.0	6.0							Unknown
xmXsZBRTzrI	3.0	6.0	3.0							Unknown
-lGvSmht7a	5.0	6.0	6.0	8.0						Unknown
EQfeudmWLQ	5.0	6.0	6.0	5.0						Unknown
PhkWyijGi5b	6.0	8.0	8.0	5.0						Unknown
OKcJhpQiGiX	8.0	6.0	8.0							Unknown
UiNhIyGi1MT	3.0	5.0	5.0	5.0						Unknown
oN7tNztrYa3	6.0	5.0	5.0							Unknown
LUql3ZOFwFD	3.0	3.0	5.0	3.0						Unknown
_DYi95e8CAe										Unknown
hH36JeQZDaO	5.0	6.0	5.0	5.0						Unknown
e964ppNfoIJ	5.0	8.0	6.0							Unknown
dyRVv79XBAB	3.0	3.0	6.0							Unknown
z8mVbZIMOjx	3.0	5.0	8.0							Unknown
MtGmCCPJD-	5.0	3.0	6.0	8.0						Unknown
3rGLfR0dqp	3.0	3.0	8.0	3.0						Unknown
QmH1_mn6SI	5.0	5.0	6.0	3.0						Unknown
oja19FZn5Y	3.0	6.0	3.0	3.0						Unknown
a40XE0dgOdL	3.0	8.0	6.0							Unknown
-rHOeHtdWP	3.0	3.0	5.0	5.0						Unknown
t2qu5Hotedi	5.0	5.0	6.0	6.0						Unknown
HgJ3HYIP3pY	3.0	5.0	6.0	5.0						Unknown
3mlITJRYYbs	8.0	8.0	5.0	5.0						Unknown
VXyzRA_Zaj1	3.0	8.0	3.0	3.0						Unknown
6PIrhAx1j4i	8.0	6.0	6.0	5.0						Unknown
cnutOGKrz7f	3.0	3.0	3.0							Unknown
sKc6fgce1zs	6.0	6.0	6.0							Unknown
1_OGWcP1s9w	6.0	6.0	8.0	8.0						Unknown
iaCzfh6vtwQ	3.0	3.0	5.0	3.0						Unknown
L9RXJBTQaDf	5.0	6.0	3.0							Unknown
6jqSG88Mf_D	5.0	5.0	6.0							Unknown
UmHG2bD7X3w	3.0	3.0	5.0							Unknown
lTt4KjHSsyl	10.0	8.0	8.0	8.0						Unknown
moIlFZfj_1b	6.0	6.0	8.0	8.0						Unknown
5cFfz6yMVPU	5.0	5.0	3.0							Unknown
CDlHZ78-Xzi	5.0	5.0	6.0							Unknown
Z4lOwCEJQ8Z	3.0	6.0	6.0							Unknown
DjzBCrMBJ_p	3.0	6.0	8.0							Unknown
k_iNqflnekU	5.0	8.0	5.0	3.0						Unknown
quCOIL8JQnp	3.0	3.0	3.0							Unknown
QwqxO8URJzn	3.0	8.0	3.0	3.0						Unknown
Uk40pC45YJG	5.0	5.0	3.0	5.0						Unknown
FVW7Mi2ph6C	6.0	5.0	6.0							Unknown
6aKcyoDJBaX	3.0	3.0	5.0	6.0						Unknown
yNRfzsGELb	5.0	3.0	8.0	3.0						Unknown
XnF9OtkASy	5.0	3.0	3.0	5.0						Unknown
40Mw2GJnlZ	5.0	3.0	3.0							Unknown
XYDSqLaHFVq	5.0	8.0	5.0	6.0						Unknown
OVbY-QCCjAh	3.0	3.0	6.0	3.0	5.0					Unknown
bn0GZZdDfI1	6.0	6.0	8.0	8.0						Unknown
rfvuuHmqHOQ	3.0	5.0	5.0							Unknown
ZBUthI6wK9h	8.0	8.0	8.0	8.0						Unknown
C9uEwyfklBE	5.0	5.0	3.0							Unknown
OAsXFPBfTBh	6.0	3.0	6.0							Unknown
4Ox_yJWZP56	3.0	3.0	5.0							Unknown
QutyHwpIKVw	3.0	6.0	5.0	3.0						Unknown
fe2S7736sNS	3.0	8.0	6.0	6.0						Unknown
NE5P2sEK4Z5	3.0	6.0	5.0	5.0						Unknown
De4FYqjFueZ	6.0	10.0	8.0							Unknown
-itAMjwvDJC	3.0	6.0	3.0	8.0	6.0					Unknown
mumZwT6OrEV	5.0	5.0	5.0	6.0						Unknown
pNnXjO3q82	5.0	5.0	5.0							Unknown
-yqNb_CxRr	5.0	5.0	5.0	3.0						Unknown
UpyXmNMdQEn	3.0	5.0	3.0							Unknown
U09miyCFe6T	5.0	3.0	3.0							Unknown
DyFvlCAj8j_	5.0	5.0	3.0							Unknown
EO-NrUPaFLz	6.0	6.0	1.0	3.0						Unknown
zVrw4OH1Lch	6.0	6.0	6.0							Unknown
vDY5Y8HMNxO	3.0	3.0	5.0	3.0						Unknown
7Cb7Faxa1OB	6.0	6.0	6.0							Unknown
sPgP6aISLTD	5.0	6.0	6.0							Unknown
t00nS5YLjSc	6.0	3.0	3.0	3.0						Unknown
WOquZTLCBO1	6.0	8.0	8.0	8.0						Unknown
16BDzjpOwe	3.0	6.0	3.0							Unknown
JhsVJoK13u	3.0	5.0	3.0							Unknown
22h1XSEiN0	3.0	8.0	3.0							Unknown
aG_B1SZ92t	3.0	3.0	3.0	3.0	3.0					Unknown
uTshHIKOtan	5.0	6.0	5.0	3.0						Unknown
stgewiZP0OH	3.0	3.0	5.0	8.0						Unknown
T-camDtiuUg	5.0	6.0	5.0							Unknown
oze0clVGPeX	8.0	8.0	6.0							Unknown
g-kR7WU4Iw-	5.0	3.0	8.0	5.0						Unknown
253DOGs6EF	5.0	6.0	3.0	6.0	3.0	6.0				Unknown
8uu6JStuYm	6.0	5.0	8.0	6.0						Unknown
7i6OZa7oij	8.0	8.0	8.0							Unknown
RN4iVt9ndGa	3.0	8.0	6.0							Unknown
JFtHy-Ve7e	3.0	3.0	6.0	3.0						Unknown
Tjp51oUrk3	6.0	3.0	5.0							Unknown
QubsmJT_A0	8.0	5.0	8.0	8.0						Unknown
yUY15QBERj	5.0	6.0	6.0	5.0	1.0					Unknown
eYm_Q5KLQr	3.0	3.0	5.0							Unknown
hFCUPkSSRE	3.0	3.0	6.0	6.0						Unknown
YJ7o2wetJ2	6.0	8.0	6.0	8.0						Unknown
TqCHPi7xlV	5.0	5.0	1.0							Unknown
b9tUk-f_aG	5.0	6.0	8.0	3.0						Unknown
cIbjyd2Vcy	5.0	6.0	5.0							Unknown
fFDM6aIZhN	3.0	3.0	8.0							Unknown
CtS2Rs_aYk	5.0	5.0	5.0	6.0						Unknown
JDuEddUsSb	3.0	5.0	3.0	8.0						Unknown
hT1S68yza7	5.0	5.0	3.0							Unknown
Gzmyu-Baq0	5.0	5.0	5.0	6.0						Unknown
9kBCMNb5mc	6.0	6.0	3.0							Unknown
JKuBOuzntQ	5.0	3.0	3.0	6.0						Unknown
_-eJYVfSYH	5.0	3.0	5.0	1.0	3.0	5.0				Unknown
iOag71mvHI	3.0	3.0	3.0	5.0						Unknown
Ey2ePmtABj	5.0	6.0	6.0							Unknown
QHevLM-OnA	1.0	6.0	6.0	5.0						Unknown
rYgeBuEHlh	6.0	5.0	5.0	8.0						Unknown
LKXAKOxu-T	8.0	3.0	1.0							Unknown
zNVpWmE6JM	6.0	6.0	1.0	3.0						Unknown
hp_RwhKDJ5	8.0	5.0	5.0	5.0	6.0					Unknown
QFm186CbBp	5.0	3.0	5.0	3.0						Unknown
rM6CpkZLPB	5.0	3.0	3.0	5.0						Unknown
-qjmJkacGv	3.0	3.0	5.0							Unknown
AHvFDPi-FA	8.0	8.0	8.0	5.0						Unknown
74A-FDAyiL	8.0	6.0	6.0							Unknown
-H7FPruqEX	6.0	3.0	3.0	3.0						Unknown
QTXKTXJKIh	6.0	6.0	6.0							Unknown
qco4ekz2Epm	6.0	5.0	8.0	6.0	5.0					Unknown
kUf4BcWXGJr	6.0	6.0	6.0	8.0						Unknown
gy1YvA9mh6q	5.0	3.0	6.0							Unknown
HjOo2k8lhFl	5.0	8.0	8.0	8.0						Unknown
aMXD8gqsIiC	8.0	8.0	5.0							Unknown
3dnrKbeVatv	6.0	5.0	6.0	5.0						Unknown
jgUqPzuMiJQ	8.0	3.0	3.0	5.0	3.0					Unknown
wCFB37bzud4	6.0	8.0	5.0	6.0						Unknown
HPdxC1THU8T	5.0	5.0	6.0	8.0						Unknown
qqcIHdvjyJr	5.0	3.0	3.0	8.0						Unknown
MND1kmmNy0O	5.0	3.0	3.0							Unknown
ytZIYmztET	6.0	5.0	6.0	8.0						Unknown
xkSlKCYyV_	3.0	8.0	5.0	5.0						Unknown
QL85H5Mkip	5.0	5.0	5.0	8.0						Unknown
h_Ma6BSi9Q	1.0	6.0	5.0	1.0						Unknown
i8L9qoeZOS	6.0	5.0	8.0							Unknown
HWt4BBZjVW	8.0	6.0	6.0	6.0						Unknown
LemVOgJ4yP	5.0	5.0	3.0							Unknown
RKMbC8Tslx	5.0	6.0	6.0	5.0						Unknown
MZFDUB40NJ	5.0	8.0	5.0	3.0						Unknown
7hYCGFacpz	6.0	6.0	3.0							Unknown
NeDc-Ak-H_	8.0	8.0	5.0	5.0						Unknown
CN223OXgyb5	5.0	8.0	3.0	6.0						Unknown
zufPou5foW	6.0	3.0	3.0	3.0						Unknown
PzbYN5d76a	3.0	6.0	5.0	5.0						Unknown
DP_u25iQWg	3.0	3.0	3.0	3.0						Unknown
hy0a5MMPUv	5.0	6.0	8.0	8.0						Unknown
oXHHj0_NN9	6.0	1.0	3.0							Unknown
Lrxaf7IPVT	3.0	3.0	3.0	5.0						Unknown
gwcQajoXNF	5.0	6.0	8.0							Unknown
OMwyBv1UBh	5.0	5.0	3.0							Unknown
PocqkbIelt	3.0	3.0	10.0	3.0						Unknown
VBQZkYu22G	5.0	3.0	1.0							Unknown
Ch4e4wk7Ew	3.0	5.0	3.0	3.0						Unknown
9OmCr1q54Z	8.0	5.0	3.0							Unknown
VqrEwH4WwI-	6.0	3.0	6.0							Unknown
xveTeHVlF7j	5.0	5.0	6.0	8.0						Unknown
sC-PmTsiTB	5.0	6.0	8.0	6.0						Unknown
LiXDW7CF94J	6.0	8.0	5.0	3.0						Unknown
r0JMLPgGXS_	3.0	3.0	8.0	8.0						Unknown
ykOpK9O5qYv	6.0	5.0	5.0	8.0						Unknown
WpGqKAEwMn	5.0	8.0	5.0	3.0						Unknown
eXkhH12DTD9	3.0	8.0	5.0	5.0						Unknown
s5NL0rQ31zJ	5.0	3.0	3.0	8.0						Unknown
im5YMG981ST	6.0	3.0	5.0	5.0						Unknown
kRCRcDayfk6	5.0	3.0	3.0	5.0						Unknown
Ajk3Bfo9AUW	5.0	1.0	3.0	3.0						Unknown
TKcVjKZ0BxE	3.0	3.0	3.0	3.0						Unknown
Uzgfy7_v7BH	6.0	5.0	5.0							Unknown
QP4nkeQ1BpT	5.0	5.0	3.0							Unknown
OAw6V3ZAhSd	6.0	6.0	6.0							Unknown
bGRqRRVA8C	5.0	3.0	6.0	3.0						Unknown
qcJmsP3oE9	8.0	6.0	5.0	3.0						Unknown
MWGDhOQkr3	3.0	5.0	6.0	6.0						Unknown
tgAI50giBbg	5.0	5.0	5.0							Unknown
p9zz7hLzH-4	5.0	6.0	6.0	5.0						Unknown
2bJ6Cqrd-a	5.0	3.0	3.0							Unknown
RZHdb7FnqlY	6.0	5.0	8.0	5.0	6.0					Unknown
1mjOVFZ3C-	6.0	3.0	3.0	3.0						Unknown
Kf7Yyf4O0u	5.0	5.0	8.0	8.0						Unknown
qg2XdQ773R	3.0	5.0	5.0							Unknown
Or8rcTLo7U	3.0	3.0	6.0	6.0						Unknown
mMaInr0r0c	5.0	6.0	8.0							Unknown
U_2kuqoTcB	5.0	5.0	6.0	8.0						Unknown
DZ4FS-Evau7	5.0	3.0	5.0	3.0						Unknown
dZrQR7OR11	6.0	5.0	5.0	6.0						Unknown
JLR_B7n_Wqr	6.0	8.0	3.0							Unknown
Mj7K4lglGyj	6.0	6.0	3.0							Unknown
rByagyHWlpb	5.0	5.0	6.0	3.0						Unknown
tNAYMjSd296	5.0	8.0	3.0							Unknown
S4PGxCIbznF	3.0	5.0	6.0	5.0						Unknown
wysXxmukfCA	8.0	5.0	3.0							Unknown
3i_Bzt7Hmcm	3.0	3.0	3.0	5.0						Unknown
lh-HRYxuoRr	6.0	6.0	5.0	6.0						Unknown
QYiN3R9nVUG	5.0	3.0	3.0							Unknown
uBKBoix9NXa	5.0	6.0	5.0	5.0						Unknown
ztgT8Iok130	1.0	5.0	8.0	3.0						Unknown
ul7HSEpkEHX	3.0	6.0	3.0	3.0						Unknown
FDiO2xfKnkj	3.0	3.0	5.0	3.0						Unknown
v-rx235RlfI	3.0	3.0	1.0	5.0						Unknown
lXMlDL78Alx	5.0	5.0	8.0							Unknown
Hrj3MhDO_a	6.0	3.0	5.0	3.0						Unknown
Pv1GPQzRrC8	8.0	6.0	6.0	8.0						Unknown
cRzIAw8Rem2	6.0	3.0	5.0							Unknown
SYsmAZ8PHez	6.0	5.0	3.0	5.0						Unknown
wHt8UumYfGT	5.0	3.0	6.0	5.0						Unknown
4ojYamKgnQc	3.0	5.0	6.0	5.0						Unknown
xgQO2_F-w8b	6.0	5.0	6.0							Unknown
3Pf3Wg6o-A4	8.0	6.0	8.0	8.0	8.0					Unknown
nMZhFqYsiad	3.0	5.0	3.0	3.0						Unknown
6iVJOtr2zL2	5.0	6.0	3.0	6.0						Unknown
nlda8uNdwuJ	6.0	3.0	3.0	8.0						Unknown
ATLEl_izD87	6.0	5.0	5.0	6.0						Unknown
cA77NrVEuqn	8.0	6.0	5.0							Unknown
eWvjcZIZrWu	1.0	5.0	3.0							Unknown
8JsaP7j1cL0	5.0	8.0	5.0							Unknown
mAWJpM7S21-	5.0	5.0	5.0	5.0						Unknown
eLgK35G3A5d	3.0	5.0	5.0	3.0						Unknown
fUX3bszZSOw	6.0	6.0	3.0	5.0						Unknown
9Nj_gNdvqYf	3.0	6.0	6.0	8.0						Unknown
PExjmUwEAAH	6.0	3.0	6.0	3.0						Unknown
O2cW5Q3bH_M	5.0	6.0	6.0	6.0						Unknown
CROlOA9Nd8C	8.0	5.0	5.0	6.0						Unknown
iI8zWfCyCIQ	5.0	6.0	5.0	5.0						Unknown
vHgL7XYBiTd	3.0	6.0	5.0							Unknown
6uv5W_DXvRr	5.0	3.0	3.0							Unknown
bW-gfNJatfXX	5.0	6.0	5.0	5.0						Unknown
Z-CqSH6J_VK	5.0	5.0	3.0	3.0						Unknown
HLQyRgRnoXo	5.0	5.0	5.0	5.0						Unknown
vKHuq9WeHMU										Unknown
-CA8yFkPc7O	8.0	5.0	3.0	8.0						Unknown
xkev3_np08z	6.0	10.0	5.0	8.0						Unknown
AXP2Sf6qqSZ	3.0	3.0	5.0	3.0						Unknown
IERSU0La-Nt	3.0	3.0	3.0	1.0						Unknown
bp6Lr0TmmUS	3.0	3.0	6.0	3.0						Unknown
bG0TaFFa1c9	5.0	6.0	1.0							Unknown
-k7Lvk0GpBl	5.0	6.0	8.0							Unknown
K1KJ0NbFu1h	3.0	5.0	6.0							Unknown
ZfILgclY4J-	3.0	5.0	6.0	5.0						Unknown
XkYe7K_AQ8I	3.0	5.0	3.0							Unknown
xjb563TH-GH	8.0	6.0	6.0							Unknown
dO4aZ9-CsTn	5.0	5.0	3.0							Unknown
bvxY6ThxGzB	5.0	5.0	8.0	5.0						Unknown
zuQQ7GrDFfH	3.0	6.0	6.0							Unknown
dMMPUvNSYJr	5.0	5.0	5.0	6.0						Unknown
o8HjiLULWq5	3.0	3.0	3.0	3.0						Unknown
O5PXo5Y0csVi	5.0	3.0	5.0	5.0						Unknown
TLx9diIRJVj	3.0	5.0	3.0							Unknown
lIu-ixf-Tzf	3.0	6.0	8.0	6.0						Unknown
CCF5eG4UPNS	5.0	5.0	5.0							Unknown
5d_yTyTj646	3.0	6.0	3.0	5.0	6.0					Unknown
QVSoh6VM4nG	6.0	3.0	3.0	6.0						Unknown
i1Z_VysEgu8	3.0	3.0	3.0	3.0						Unknown
OIcMPYZXFPL	3.0	6.0	8.0	5.0						Unknown
hgHEUpY3TB6	5.0	6.0	5.0	3.0						Unknown
cXMHQD-xQas	3.0	6.0	8.0							Unknown
tMfuHn80HtH	6.0	5.0	3.0	5.0						Unknown
4C8ChYvMYBn	8.0	6.0	3.0	6.0						Unknown
ceOdspvoaEA	6.0	8.0	5.0	3.0						Unknown
2L-nspTvNVC	3.0	6.0	3.0							Unknown
3lJ3pMuAwDT	3.0	5.0	3.0	3.0						Unknown
Ph5cJSfD2XN	6.0	8.0	5.0							Unknown
2aSj08z30A1	5.0	5.0	5.0	6.0						Unknown
N4k3klHNzQj	5.0	5.0	5.0	5.0						Unknown
uw9hk67tDEE	3.0	3.0	3.0	1.0						Unknown
ocyru3h_WIi	1.0	6.0	6.0							Unknown
5ZSBBhiAapV	3.0	6.0	1.0	5.0	5.0					Unknown
nnrdKoTNDV6	3.0	3.0	3.0	3.0						Unknown
mE91GkXYipg	6.0	6.0	6.0	6.0						Unknown
fSa5IjNMmmi	5.0	6.0	5.0	6.0						Unknown
KPyHNVpear1	3.0	8.0	3.0	3.0						Unknown
9X3UZJSGIg9	3.0	6.0	5.0	5.0						Unknown
rpVxn-rX2Wh	6.0	5.0	3.0	6.0						Unknown
eHrqmewX1B-	6.0	3.0	6.0	8.0						Unknown
IWoHx6bY4Zm	5.0	3.0	1.0							Unknown
nG9RF9z1yy3	8.0	8.0	6.0							Unknown
1TxMUE7cF6_	6.0	6.0	6.0	5.0						Unknown
Ll21hhIJ_oG	6.0	5.0	3.0							Unknown
7oPAgqxNb20	5.0	6.0	3.0	3.0						Unknown
n6H86gW8u0d	5.0	8.0	5.0							Unknown
x01dnxUEDRv	6.0	3.0	3.0							Unknown
Y3wBqgTbxyw	3.0	3.0	6.0	3.0	3.0					Unknown
ukea-WPOL4Dw	5.0	6.0	3.0	8.0						Unknown
Vk-34OQ7rFo	5.0	5.0	8.0	5.0						Unknown
4vYWYGd13cZ	5.0	5.0	3.0	3.0						Unknown
Rb3RN0maB7F	5.0	3.0	5.0	3.0						Unknown
4CQ9os3s4h3	3.0	6.0	8.0							Unknown
udNhDCr2KQe	6.0	8.0	3.0	3.0						Unknown
q4qocCgE3uM	5.0	5.0	3.0	5.0						Unknown
GrpU6dxFmMN	5.0	6.0	8.0	5.0						Unknown
kDSmxOspsXQ	8.0	6.0	6.0	5.0	8.0					Unknown
7tmlbL5JQyt	3.0	3.0	3.0							Unknown
35PLkGkJOQ4	5.0	5.0	5.0	3.0						Unknown
WlbG820mRH-	8.0	10.0	8.0	3.0						Unknown
t9myAV_dpCB	6.0	5.0	3.0							Unknown
04OL67rm6ok	3.0	3.0	3.0							Unknown
vFK6PhTxKHR7	3.0	3.0	3.0	3.0						Unknown
4DU_HCijfJp	6.0	5.0	3.0							Unknown
K7YxdCYmd6w	3.0	1.0	5.0	3.0						Unknown
PfpEtB3-csK	6.0	6.0	8.0	8.0						Unknown
pHMpgT5xWaE	5.0	5.0	6.0	3.0						Unknown
p4RvNzlJX7W	5.0	3.0	5.0	8.0						Unknown
piIsx-G3Gux	6.0	5.0	6.0	5.0						Unknown
ujibH3ervr	6.0	3.0	3.0							Unknown
IN499pgOOEl	3.0	3.0	8.0	3.0						Unknown
O_lFCPaF48t	3.0	5.0	8.0	6.0						Unknown
1UCaQYUdE_o	6.0	6.0	6.0							Unknown
q-PbpHD3EOk	6.0	3.0	6.0							Unknown
E2y2TrpJhYN	5.0	1.0	5.0							Unknown
QsgeAdRwILD	3.0	3.0	8.0	3.0	5.0					Unknown
Y5SEe3dfniJ	6.0	8.0	5.0							Unknown
FtOxgKe_Zg2	8.0	6.0	6.0							Unknown
fBoNN1Y6PjG	8.0	5.0	5.0	5.0						Unknown
r3B62g_nL0l	5.0	5.0	3.0	5.0						Unknown
_BoPed4tYww	3.0	8.0	6.0	6.0						Unknown
hrRNkyyGGgx	6.0	1.0	6.0	3.0						Unknown
3urtgEaXCA9	3.0	5.0	5.0	6.0						Unknown
0vG8GbuPOH3	6.0	3.0	3.0	5.0						Unknown
Cx1xYn6vVm2	5.0	6.0	3.0	6.0	6.0	5.0	3.0	3.0		Unknown
Lt8bMlhiwx2	6.0	5.0	5.0	6.0	6.0	5.0				Unknown
jD2jOzx1aef	5.0	6.0	6.0							Unknown
UqVDq19iVx	5.0	3.0	6.0	3.0						Unknown
LofRPZeXNNk	3.0	5.0	3.0							Unknown
wqu7hutzn3K	6.0	3.0	5.0							Unknown
wZ2SVhOTzBX	6.0	8.0	5.0							Unknown
_Esnr5KvO6-	3.0	3.0	3.0	5.0						Unknown
sAJDi9lD06L	6.0	3.0	6.0	5.0						Unknown
syfgJE6nFRW	5.0	3.0	6.0	5.0	8.0					Unknown
m0fEJ2bvwpw	5.0	3.0	5.0							Unknown
_apb5VI2_0o	3.0	8.0	3.0							Unknown
3VO1y5N7K1H	8.0	5.0	6.0							Unknown
2NQ8wlmU9a_	5.0	6.0	5.0	3.0						Unknown
a1ttBXvNCLO	5.0	3.0	6.0	3.0	6.0					Unknown
hF1WEiIYPNb	5.0	3.0	5.0	5.0						Unknown
FbC2VeNlth5	3.0	5.0	3.0	6.0						Unknown
5c9imxdLlCW	5.0	3.0	3.0	5.0						Unknown
8xZogWcm73f	3.0	3.0	3.0	1.0						Unknown
BR1qoDGxjWp	8.0	6.0	3.0	3.0	3.0					Unknown
aoDyX6vSqsd	6.0	6.0	8.0	8.0						Unknown
5-Df3tljit7	5.0	8.0	5.0	6.0						Unknown
iJ_E0ZCy8fi	5.0	5.0	5.0							Unknown
JrVIWD81Z0u	5.0	5.0	3.0							Unknown
7uIycrR-KOa	3.0	5.0	3.0	6.0						Unknown
eCcG7QlFWeJ	3.0	3.0	6.0							Unknown
Jifob4dSh99	6.0	5.0	8.0	5.0						Unknown
HwcEuhLtCJr	5.0	5.0	3.0	5.0						Unknown
ar_09k_Gsos	3.0	5.0	3.0	3.0						Unknown
KzkLAE49H9b	8.0	5.0	8.0	5.0						Unknown
2qM88ymKO6r	3.0	5.0	3.0	3.0	5.0					Unknown
RMnJxnLwGak	1.0	6.0	3.0	5.0						Unknown
k2CRIF8tJ7Y	3.0	6.0	8.0							Unknown
u4quDwcd9S3	3.0	5.0	3.0							Unknown
DUIjRKNFFbG	3.0	5.0	3.0	3.0						Unknown
kTqYrmqnUm1	3.0	5.0	3.0							Unknown
aLgoMwjNDsi	1.0	3.0	3.0	5.0						Unknown
_hHYaKu0jcj	8.0	5.0	6.0	3.0						Unknown
FoRC6dIfO8u	5.0	3.0	3.0							Unknown
4orJ47he7WV	1.0	5.0	6.0	3.0						Unknown
42zs3qa2kpy	5.0	5.0	5.0							Unknown
IB5Njg_ztYB	3.0	3.0	3.0	3.0						Unknown
M3GzgrA7U4	5.0	3.0	3.0	6.0						Unknown
rB6TpjAuSRy	6.0	5.0	8.0	3.0	6.0					Unknown
tXc-riXhmx	5.0	3.0	6.0	6.0	6.0					Unknown
LPcxnvN9vLw	3.0	3.0	6.0	5.0						Unknown
ytuGu-E4cIl	5.0	3.0	5.0							Unknown
Vf6WcUDnY7c	6.0	1.0	3.0	6.0						Unknown
UYcIheNY9Pf	5.0	6.0	8.0	6.0						Unknown
L97ftsVhiUi	3.0	6.0	5.0							Unknown
UBSPGUwjNV	5.0	3.0	3.0	3.0						Unknown
Tuk3Pqaizx	5.0	5.0	8.0	8.0						Unknown
MHXO5xRCSXh	3.0	3.0	8.0	5.0						Unknown
KyxJ9Yfxo2	8.0	8.0	3.0	3.0						Unknown
5cAI0qXxyv	5.0	5.0	6.0	5.0						Unknown
47B_ctC4pJ	5.0	6.0	5.0	6.0						Unknown
R3xfdth4Gyl	3.0	5.0	5.0	3.0						Unknown
fH4xGeqdgLb	5.0	5.0	3.0							Unknown
aPc-R01WvJV	5.0	5.0	5.0	5.0						Unknown
Jm-MaqTF6om	3.0	3.0	5.0	6.0	5.0					Unknown
CW6KmU5wPh	5.0	6.0	5.0							Unknown
7Kf5_7-b7q	3.0	3.0	3.0	3.0						Unknown
EIgLnNx_lC	6.0	8.0	6.0							Unknown
Oy-e1gcBzo	3.0	5.0	3.0							Unknown
FGlL0dLjpn	3.0	3.0	3.0	5.0						Unknown
wTGORH_cHPX	5.0	3.0	5.0							Unknown
fcg9phFVzjd	6.0	6.0	5.0							Unknown
Z7O43UCtGMO	6.0	5.0	3.0							Unknown
fcA--b8ycdX	3.0	5.0	3.0							Unknown
hhvkdRdWt1F	8.0	8.0	5.0							Unknown
I9J8gIyqRE	3.0	5.0	5.0	8.0						Unknown
e9T1iIAbfKj	3.0	3.0	3.0							Unknown
Zp4EIt1yFID	5.0	5.0	3.0	5.0						Unknown
7IG0wsTND7w	6.0	6.0	5.0	5.0						Unknown
7qyLeRm1e3	3.0	6.0	3.0	5.0						Unknown
fQGjNpkGVf	5.0	3.0	3.0							Unknown
